Time (s),Altitude (m),TAS (m/s),Fuel Remaining (kg)
340.70000000000175,10556.161368261623,275.2705974000262,20016.591350882092
340.8000000000018,10559.459067486481,275.3278054013505,20016.31284763017
340.9000000000018,10562.756111483204,275.3850490851961,20016.034369442103
341.0000000000018,10566.05252822152,275.44232848867244,20015.755913811983
341.10000000000184,10569.348316831029,275.49964364894294,20015.47748074027
341.20000000000186,10572.643476439853,275.55699460322523,20015.199070227416
341.3000000000019,10575.938001545783,275.6107936642426,20014.920684780504
341.4000000000019,10579.23189596775,275.6682140755355,20014.642321893418
341.50000000000193,10582.52515882956,275.72567039048096,20014.363981566614
341.60000000000196,10585.817789253533,275.7831626465108,20014.085663800553
341.700000000002,10589.10975758154,275.84069088111147,20013.807371102517
341.800000000002,10592.40109171857,275.8982551318242,20013.52910096619
341.900000000002,10595.691790782486,275.9558554362451,20013.250853392026
342.00000000000205,10598.981853889663,276.0134918320251,20012.972628380485
342.10000000000207,10602.271251403157,276.0711643568705,20012.69442843906
342.2000000000021,10605.560011194882,276.12887304854246,20012.41625106122
342.3000000000021,10608.84813237672,276.18661794485763,20012.138096247425
342.40000000000214,10612.135614059038,276.244399083688,20011.859963998133
342.50000000000216,10615.422480227971,276.2986018506344,20011.5818543138
342.6000000000022,10618.708676454988,276.3564533173175,20011.303769702183
342.7000000000022,10621.994230570894,276.4143411380859,20011.025707656492
342.8000000000022,10625.279141680114,276.47226535103067,20010.747668177184
342.90000000000225,10628.563408885553,276.5302259942987,20010.469651264717
343.0000000000023,10631.847031288586,276.5882231060929,20010.191656919553
343.1000000000023,10635.13000453607,276.6426285532518,20009.913687649703
343.2000000000023,10638.41233124625,276.70069643173946,20009.63574094812
343.30000000000234,10641.694010516027,276.7588008912994,20009.357816815264
343.40000000000236,10644.975041440755,276.816941970356,20009.07991525159
343.5000000000024,10648.255423114253,276.8751197073904,20008.802036257555
343.6000000000024,10651.535151506974,276.9296946630202,20008.52418234144
343.70000000000243,10654.814228898978,276.9879435346037,20008.246350995934
343.80000000000246,10658.092654379556,277.04622917753085,20007.968542221493
343.9000000000025,10661.370427036445,277.10455163050625,20007.69075601858
344.0000000000025,10664.647571721966,277.159262395641,20007.41299238765
344.1000000000025,10667.924061815598,277.2176562784402,20007.135251329164
344.20000000000255,10671.199867792708,277.27608708531295,20006.857535351708
